node_id,level,n_leaves,label,top_dishes
N78299,0,1841,fish dishes,fish taco; chips fish; grilled salmon; salmon teriyaki; fish sandwich; grilled tilapia; ancho salmon; fish fried
N75046,2,114,salmon dishes,grilled salmon; ancho salmon; cherry chipotle enlightened glazed salmon; blackened cajun salmon; cedar planked salmon; filet salmon; glazed miso salmon; blackened salmon
N75004,2,22,Mexican street corn dishes,corn elote street; elote entero; corn pizza street; cob corn fresh; cob corn grilled mexican taco; corn mexican roasted taco; elote pizza; corn mexican street
N75473,2,11,alligator dishes,boy gator po; fried gator; blackened gator wrap; boy gator poor spicy; basket gator; fried gator waffle; gator taco; alligator fried platter
N76437,2,63,barbacoa and birria dishes,barbacoa taco; barbacoa plate; barbacoa burrito; beef shredded taco; carnitas de res; birria ramen; barbacoa beef taco; quesabirria quesadilla
N77186,2,255,pepperoni pizza dishes,pepperoni pizza; lover pepperoni pizza; calzone stromboli; magnifico pepperoni pizza; big cheese pizza; classic pepperoni pizza; calzone pepperoni; classic pizza
N76418,2,28,meatball sandwich varieties,marinara meatball sandwich sub; marinara meatball melt sandwich; meatball sub; meatball parmigiana sub; meatball parmesan sub; cheese meatball sub; italian meatball sandwich; hot meatball sub
N74126,2,6,ostrich dishes,curry malaysian ostrich red; curry green ostrich thai; mixed ostrich vegetables; basil fried leaves ostrich stir; mongolian ostrich; kung ostrich pao
N75920,2,17,beef dumplings rolls,beef gyoza; beef dumplings; beef dumplings fried gyoza pan; beef chinese dumplings green onion; beef egg roll; beef dumpling steamed; bbq broccoli carrots korean meatballs sesame; beef egg roll teriyaki
N76806,2,50,spicy lamb dishes,cumin lamb; lamb mongolian; lamb over rice; lamb tikka; fried lamb stir; kung lamb pao; hunan lamb; boti kabob lamb
N74750,2,18,machacado egg dishes,egg machacado taco; con huevos machaca; egg machacado plate; egg machacado; con huevo machacado taco; la machacado mexicana; con huevo machacado plate; burrito egg machaca
N77163,2,229,chicken pizza varieties,buffalo chicken pizza; bbq chicken pizza; chicken hawaiian pizza; backyard bbq chicken pizza; bacon chicken pizza ranch; alfredo chicken pizza; artichoke bacon chicken pizza; chicken pesto pizza
N76124,2,29,grilled steak dishes,asada carne steak; asada carne cilantro lime; mexicano steak; asada bowl carne; steak tampique; asada steak; bistec de espadas; churrasco steak
N77182,2,61,brisket dishes,brisket taco; beef brisket cheddar smokehouse sub; brisket street taco wrap; brisket cheese egg taco; brisket cheese taco; brisket burrito shredded; brisket quesadilla shredded; brisket shredded taco
N76638,2,203,pizza varieties,greek pizza; deluxe pizza; mediterranean pizza; chicken garlic pizza; chicken herb mediterranean pizza; chicken fajita pizza; pizza roma; bj favorite pizza
N77493,2,56,salmon seafood dishes,salmon teriyaki; grilled platter salmon shrimp; curry salmon; bowl salmon teriyaki; bowl salmon sesame soy; bento salmon teriyaki; boat love sushi; salmon shrimp stacked
N76542,2,33,salmon dishes,grilled plate salmon; lover salmon sushi; lover salmon; king ora salmon; bowl kailani; croquette salmon; atlantic north salmon; blue fish trio
N76984,2,14,steak tip dishes,tip tri wedge; roasted slow steak tip tri; bbq sliders tip tri; bowl cauliflower power quinoa tip tri; dip sandwich tip tri; steak tip tri; bowl madeira tip tri; chicken hibachi tip tri
N73561,2,21,Philly cheesesteak pizza,philly pizza steak; cheese philly pizza steak; crispy philly pizza thin; cheesesteak pizza; calzone cheesesteak philly stromboli; calzone philly steak stromboli; cheese philly pizza; calzone cheesesteak
N76944,2,29,beef and bison dishes,bacon huevos rancheros; beans beef enchiladas rice; beef chicken or taco; beef curried; bistec con tallarines verdes; anticuchos; bison bowl onions peppers quinoa; beef korma shahi
N74480,2,14,beef curry dishes,beef curry nihari; beef nihari; curry nihari; nalli nihari; beef paya; maghaz nihari; beef marinated shank; curry delhi nihari
N76877,2,19,pork pizza dishes,bbq piggy pizza spicy; pig pizza sweet; pig pizza shareable sweet; bbq pizza pork pulled; pizza pork pulled; calabria pizza; meatball pork sandwich; bbq giant pizza pork
N75368,2,31,gluten-free pizza varieties,free gluten pizza; bbq chicken free gluten original pizza; bbq chicken free gluten pizza; all free gluten meat pizza; aloha free gluten hawaiian pizza; crust free gluten pizza; american free gluten pizza special; free gluten gourmet pizza white
N76762,2,15,wagyu beef dishes,bacon cheeseburger wagyu; burger wagyu; beef roast wagyu; cheese steak wagyu; chx frd steak wagyu; cheeseburger wagyu; american cheese steak wagyu; burger umami wagyu
N77065,2,33,fish dishes,fabulous fish fry; pla prik rad; crab fish stuffed; diabla la pescado; cajun fish; fillet fish veracruzana; la parrilla pescado; fish josh rogan
N76980,2,62,spicy seafood dishes,fish masala; fish sour sweet; fish pepper salt; filete la veracruzana; chili fish; de diabla filete la pescado; la pescado veracruzana; fish szechuan
N76897,2,60,fish dishes,fish masala tikka; fish tikka; fillet fish sour sweet; curry fish masala; fillet fish fried stir; fish tandoori tikka; fish salad; fillet fish mixed vegetables
N77288,2,52,salmon dishes,atlantic grilled salmon; alaska salmon wild; pan salmon seared; la parrilla salmon; grilled mesquite salmon wood; atlantic fire grilled salmon; platter salmon; fresh grilled norwegian salmon
N76327,2,35,fried fish dishes,fish fried; frito pescado; de empanizado filete pescado; empanizado pescado; fish southern style white; acapulco fish taco; catch fish fried; fish krispy
N77122,2,90,tilapia dishes,sandwich tilapia; shrimp tilapia; basket fried tilapia; taco tilapia; fe santa tilapia; boy po tilapia; diabla la tilapia; tilapia veracruz
N76380,2,18,salmon pasta dishes,pasta pesto salmon; fettuccine pasta salmon; pasta salmon; pesto salmon; pasta rasta salmon; livornese salmon; al pasta penne salmone; fettuccine salmon
N73779,2,14,ceviche dishes,ceviche fish; bowl ceviche; ceviche peruvian; ceviche clasico; ceviche mixed; ceviche taco; ceviche mango tacos; ceviche mitotero
N73946,2,27,shrimp pizza varieties,alfredo pizza shrimp; pizza scampi shrimp; pizza shrimp; pizza seafood; alfredo pizza seafood; artichoke pizza shrimp; orleans pizza shrimp; pesto pizza shrimp
N76607,2,41,gluten-free pizza varieties,cheese free gluten pizza; extreme free gluten pepperoni; free gluten margherita pizza; gf margherita pizza; free gluten pizza veggie; free gluten lovers meat pizza; arugul free gluten pizza prosciutto; bufalina gf pizza
N77477,2,67,fish sandwiches,fish sandwich; catfish sandwich; fish fried sandwich; basket catfish fried; burger fish; boy catfish fried po sandwich; big fish sandwich; crispy fish
N77229,2,55,tilapia dishes,grilled tilapia; fried tilapia; blackened tilapia; fillet tilapia; blackened light tilapia; fillet grilled tilapia; baked tilapia; fish fried tilapia
N77520,2,75,catfish dishes,catfish fried; catfish fillets; blackened catfish; catfish nuggets; catfish fried plate; catfish grilled; cajun catfish; alabama catfish farm raised
N77491,2,52,spicy fish dishes,fish hot pot; boiled fish spicy; boiled fish spicy szechuan; boiled fish hot; fish fried tofu; mushroom risotto salmon; fish sauerkraut; boiled fillet fish water
N77019,2,55,salmon dishes,salmon taco; bowl cauliflower power quinoa salmon; bowl cauliflower salmon; salmon wrap; bowl grilled salmon; chimichurri lunch salad salmon; salmon tower; poke salmon taco
N75944,2,11,grouper dishes,fried grouper poorboy; grilled grouper; grouper sandwich; fried grouper sandwich; fillets grouper; bites grouper; grouper key taco west; fish grilled grouper taco
N77023,2,22,halibut dishes,fish halibut sandwich; alaskan halibut; crusted halibut parmesan; burger halibut; crab dungeness for halibut just stuffed; halibut macadamia; caper halibut lemon; grilled halibut
N77494,2,27,sea bass dishes,bass sea sushi; bass pan sea seared; bass sea; bass crusted garlic sea; bass striped; australian bass sea; bass black; bass miso sea
N76162,2,36,beef tenderloin dishes,sandwich steak tenderloin; barg kabob; beef sandwich tender; chateaubriand hibachi steak; sandwich tenderloin; beef grilled gyro tender; lomito sandwich; beef kabob tenderloin
N77470,2,30,cod dishes,arctic chips cod fish; cod sandwich; cod fried sandwich; cod fish sandwich; baja cod fish tacos; burger cod fish; cod crispy sandwich; alaskan chips cod
N77260,2,42,cheesy Mexican dishes,cheese quesadilla; cheese nachos; quesadilla spinach; mushroom quesadilla; grilled quesadilla veggie; cheese enchiladas onion; mushroom quesadilla spinach; chipotle chips queso
N77505,2,26,fish fillet dishes,sandwich walleye; fried pan walleye; mojarras; diabla la mojarra to; escolar; de dorado filete; beef black fillet pepper sauce sizzling; fillet pepper salt sole
N77275,2,58,fish fillet dishes,fillet fish; fish grilled; fish fried southern; fish fry; fillet fish grilled; fillet fish fried; perch sandwich; breaded fillet fish
N77143,2,21,fish and chips dishes,chips fish; battered chips fish hand; battered beer chips fish; chips fish taco; chips fish sandwich; chips crispy fish; basket chips fish; chips deep fish fried
N76741,2,42,smoked brisket dishes,brisket burger smoked; brisket sandwich smoked; bbq brisket burger; brisket sandwich; brisket chopped sandwich; brisket classic plate sandwich; brisket cheese classic sandwich; brisket cheese grilled sandwich
N72726,2,29,paneer pizza variations,paneer pizza; paneer pizza tikka; paneer pizza shahi twist; paneer pizza tandoori twist; achari paneer pizza twist; masala pizza tikka twist veggie; masala paneer pizza tikka twist; palak panner pizza twist
N74579,2,44,creamy chicken pizza dishes,carbonara chicken pizza; alfredo pizza special; chicken creamy garlic pizza; alfredo calzone chicken; butter chicken halal pizza twist; alfredo chicken pizza special; chicken malai pizza; chicken piccata pizza
N74832,2,18,birria fusion dishes,birria quesadilla; quesabirria taco; birria de mulita; birria de gordita; birria gordita; birria sope; birria cheese grilled; birria enchiladas
N77261,2,7,fish and vegetable dishes,hirame sushi; ceviche hirame style; hirame sashimi; fry tindora; amber jack sushi; amberjack sushi; masala tindora
N77025,2,36,breakfast egg wraps,bacon cheese egg wrap; cheese egg wrap; breakfast burrito supersonic; cheese egg taco; bacon cheese egg taco; breakfast quesadilla; bacon burrito; burrito cheese egg
N76353,2,15,fried whiting dishes,fish whiting; fish fried whiting; fried southern wings; platter whiting; basket whiting; basket fish fried whiting; fish sub whiting; sub whiting
N74087,2,9,egg salad sandwiches,egg salad sandwich; egg fresh salad; egg salad sammy; egg salad wrap; cold egg salad sandwich; breakfast egg ham sandwich; american egg salad sandwich; egg lettucewich salad
N77449,2,120,cheese pizza varieties,cheese pizza; margherita pizza; cheese pizza slice; pizza sicilian; cheese classic pizza; arugula pizza prosciutto; cheese pizza plain; classic margherita pizza
N77223,2,33,cod dishes,battered beer cod; deep fish fried sauce sour sweet; cod fried; breaded cod; cod tandoori; black cod; cod fillet; blackened cod
N76999,2,36,fish dishes,burrito fish; fish katsu; fish quesadilla; fish grilled plate shrimp; fish over rice; fajita fish; spicy tempura tuna; enchiladas pescado
N76586,2,51,fish curry dishes,curry fish; fish vindaloo; curry fish goan; curry fish malabar; fish island white; coconut fish korma; fish madras; curry fish mango
N75385,2,70,hawaiian pizza variations,hawaiian pizza; calzone hawaiian; capricciosa pizza; calzone ham; hawaiian hot pizza; calzone cheese ham; deluxe hawaiian pizza; gourmet hawaiian pizza
N76516,2,43,fish seafood dishes,fish shrimp; fish platter shrimp; de filete pescado; fish platter; basket fish; chips fish shiner; baked fish plate; fish goulash
N76976,2,24,flounder dishes,fish flounder sandwich spicy; classic fish flounder sandwich; flounder lobster stuffed topped; filet flounder; boy flounder po sub; flounder sandwich; flounder fried; flounder sushi
N76932,2,25,rainbow trout dishes,grilled lemon pepper rainbow trout; crusted parmesan rainbow trout; grilled rainbow trout; almondine trout; blackened rainbow trout; pan seared trout; crispy trout; amandine trout
N76637,2,63,fish tacos,fish taco; blackened fish taco; fish grilled taco; fish plate taco; dos fish taco xx; fish pacific platter tacos; catfish taco; baja fish style taco
N77456,2,59,red snapper dishes,fillet grilled red snapper; frito huachinango; fillet red snapper; diabla huachinango la; fried red snapper; lunch red snapper taco; escovitch fish; huachinango
N75981,2,10,mackerel dishes,grilled japanese mackerel style; mackerel saba sushi; grilled mackerel pike; atka grilled mackerel; grilled mackeral; dressing fried mackerel; aji fry; mackerel spanish
N74507,2,10,redfish dishes,blackened redfish; grilled redfish; redfish texas; blackened fish red; baked oven redfish; grilled redfish texas; blackened redfish texas; redfish stuffed
N74056,2,9,Chilean sea bass dishes,bass chilean sea; bass chilean oolong sea; bass chilean miso sake sea; bass chilean miso sea; bass chilean glazed miso sea; bass chilean glazed miso sea steak; bass chilean sea seared; bass chilean hibachi sea
N76909,2,21,ham and egg dishes,egg ham plate; ham sandwich smoked; ham scrambler; eggs ham minced scrambled; ham smoked; diced eggs ham scrambled; ham hash; cut eggs ham premium
N77519,2,39,egg dishes green sauce,egg foo vegetable young; egg foo pork roast young; egg foo house special young; egg foo young; combination egg foo young; egg foo mushroom young; egg foo house young; pizza verde
N77414,2,58,bacon egg dishes,bacon omelette temptation; bacon eggs; lovers meat omelet; con huevos tocino; bacon cheese omelette; cheese omelette sausage; bacon omelette; lover meat omelet
N77124,2,38,cheesy dishes,cheese pizza serious; cheese doritos nacho; cheese pizza traditional; cheese four pizza; chili con queso; cheese free gluten pizza traditional; cheese pizza say; cheese sub vegetarian
N77319,2,114,cheese pizza varieties,pizza white; calzone cheese; bianca pizza; calzone spinach; great pizza white; formaggi pizza quattro; cheezy crust original pizza white; artichoke pizza spinach
N76404,2,52,mexican egg dishes,huevos la mexicana; migas; migas plate; chilaquiles con huevo; huevos revueltos; eggs mexican style; con huevo migas; huevos mexicanos
